stars,text
3,"I went here due to a Restaurant.com coupon. The menu was expensive, which made me think that it was a fancy place, but it turns out that the food was expensive because it was a restaurant inside a hotel! It was inside the Sheraton and I didn't see any signs outside indicating it was there. We'd made reservations since it was a Friday night, but they really weren't necessary, as there were only two other families in the restaurant. We'd dressed up. We were the only ones.  The restaurant area was really very modern beautiful. They'd made good use of lighting effects and there was a large, full bar wrapped along the back portion.  We ordered the Pan-Seared Cheese (which were basically fried cheese poppers - delicious, but definitely overpriced considering only 4 of them came on a plate) as an appetizer. My date ordered the Baron's Burger (your basic burger), and I ordered the Valley of the Sun Ribs. The ribs were a little dry, but I really loved the ""Arizona croquette"" that came with them. It was fried crispy on the outside with creamy mashed potatoes on the inside.  With the restaurant.com coupon, the meal was reasonably priced, but without it, I would have felt a little ripped off."
3,"So I'm not a big Chinese food fan, but my husband is. Truth be told, it usually makes me sick. But if I were to go to Chinese food, Dragon Palace would be one of the places that I would go. The food is decent and there's a lot of it. I really felt I was getting my value's worth.  The waitstaff was attentive (always there asking if I wanted a refill) and the food came out quickly. It looks like every other Chinese food restaurant in the world (lots of red and gold, lanterns, paper Chinese Horoscope place mat -- save for the deep teal walls).  I'm not sure I would make a long drive to Dragon Palace because chances are you have a comparable Chinese food restaurant nearby, but if you live in the 32nd St. and T-Bird vicinity, this is certainly a Chinese food place worth trying.   As for the food, we ordered the Peking dinner for 2 which came with won ton soup, a pu pu platter (consisting of won tons - yum -, eggroll, a small fried shrimp, a skewer of glazed beef and honey chicken), Peking fried rice (fried rice with shrimp, chicken, pork and beef), Mongolian beef and the house chicken. (as an aside and a disclaimer, I am preggers right now and I have developed a severe dislike for chicken which means I, of course, hated the chicken dishes). My husband thought it all was ok. I really liked the won ton soup and the Peking fried rice. After dinner, we got the requisite fortune cookie (""Express yourself now."" WHAT?) and a really yummy banana wrapped in a won ton and fried with a sugar glaze thing.  All in all, it was a good time at a pretty good Chinese Food Restaurant."
3,"Styles of pizza can be so different. I have a hard time comparing a place like Boombozz to Grimaldi's. At Grimaldi's, they refuse to carry ranch because they don't want people dipping their pizza in it. At Boombozz, they offer ranch as soon as they set down the pizza.  So no, Boombozz is definitely not the best pizza that I've ever had, but for their style of pizza, they are pretty good. Think traditional Domino's/Papa John's type crust with stepped-up, unique toppings and sauce. My husband said the crust tasted like a cheesy breadstick, and I think that's a pretty accurate description. We got the D'Sienna with an interesting tomato cream sauce, spinach, and tomatoes. The low quality cheese detracted from it overall, but it was still much better than the pizza at Oregano's.  Boombozz is relatively new to town, but they seem to know their crowd well. It was pretty busy when we visited midweek. Big menu, lots of drink specials, TVs everywhere, ample seating... everything a chain restaurant needs to succeed. I'm sure we'll be back when we're eating with finicky family members who are too scared to eat anything ethnic."
3,"SALSA BAR RAID!  that is exactly why I do when I am at this place. The salsa bar is the main attraction for me. There are many great salsa options, plus fresh cilantro and peppers. Some of the salsas are good enough to be eaten straight, like the mango salsa, it makes a good desert.  The menu for this place is somewhat somewhat limited t mostly burritos and tacos. Recently the menu was revised and the cheaper items were removed and more expensive ones were added in their place.  Every meal comes with a small side of chips, which adds even more use to the salsa bar. The grilled green onion that used to come with each meal is gone and missed."
3,"Lucky Strike strikes the wrong chord with me.  I've been here to this location four times.  I have been to another location out of state on a couple occasions, as well.  Since my first visit, the bartending staff has improved LEAGUES.  The women working at the bar last Friday night were actually personable and friendly.  That is saying something, as in the past the people working at the bar were... to put it nicely... AWFUL PEOPLE.    It's a great CONCEPT, but it just doesn't impress me.  The food is hit or miss, but it is usually miss.  Some food that comes out of their kitchen is just awful.  They don't ever seem to have drink specials... at least when I've gone.  The bowling is pretty expensive compared to Brunswick Zone and... honestly... I prefer Brunswick.    If it was up to me, I would avoid Lucky Strike altogether.  Sure, it has a nice downtown location.  Still, there are so many better places to spend my hard earned money downtown."
3,"Great sushi, not so great on speed. Cute place, friendly staff. Try the Vegie Goyza, it is great. Sushi rolls are a bit large for one bite. Asked if we wanted a Tea refill as we were leaving. Huh?"
3,"Love the DJ here! Good music & vibe. The servers are excellent! I love the decor and the lighting of the restaurant. However, food was... presentable but taste wise nothing special.  Love their twist with cucumber water instead of lemon water! Two thumbs up for this!"
3,"Dined here last Friday night.  I know this is considered one of the better Chinese restaurants, but I am struggling w/ a 2 vs 3 star rating.  The eggrolls, pot stickers were good.  Pot stickers are actually quite stuffed.  I got one of the chow mein dishes w/ the noodles done Hong Kong style, fried.  The dish itself was fine, but the noodles were weird.  Part of them looked like they had not been put in oil and fried adequately...they were dried and stiff.  I pulled that bit out onto my extra plate.    The daugher liked her Kung Pao chicken.  Hubbie's shrimp dish was good too, but the broccoli ringing the dish could have been cooked just a little bit longer...it was pretty much raw.  Table was a little sticky.   Ultimately, I felt I could go to another chinese restaurant and have a similar meal, maybe Tao would be slightly better?  Or Tao is slightly worse?  I can't get past those noodles.  Yuck.  I think ultimately if I'm in the mood for Asian, I'm not gonna go the Chinese route.  Go to asian for me right now is Anise."
3,Appears to be CLOSED.  Phone number not in service. Went by last week & was all locked up with a realtor sign on the building.
3,"The ever evolving menu changes again, But a coupon made it a decent buy.  I will admit my co workers 2 for 1 coupon is why we went in. This means ~3.25 per burrito vs the usual $6 range.  What I didn't like was that my vegetarian burrito did not have vegetables in it, it was just a bean and rice burrito with guacamole. I don't know how one gets the grilled veggies in their burrito but it is not by ordering a vegetarian burrito.  The drink and napkin station here has always been a bottleneck, getting a refill or more napkins is nearly impossible.  I do like the fact there there is Choula sauce in addition to the red and green tobascos. And I also like that the chairs are not nearly as bad as those at chipotle.  The best tip this time is get in before 12, otherwise be prepared for a long long line."
3,"Well, apparently Netflix just wasn't down with the whole ""Extraordinarily Happy Customers"" and ""Providing Tremendous Value For The Money"" business model that I raved about in my previous review.  They're now changing their pricing structure so the One DVD At A Time ""unlimited"" package is $7.99 and the Watch Instantly unlimited package is also $7.99. So $15.98 together. They used to be $9.99 together.   I'm keeping the ""Watch Instantly"" package for now, but the $7.99 for ""One DVD At A Time"" is just ridiculous. Yeah, they have a quick turnaround, but it's still the mail. You'd have to be a pretty hardcore movie watcher to get a better value out of an $8/month ""unlimited"" Netflix plan than just renting 8 $.99 movies at Blockbuster or Redbox.   So yeah, I guess they're okay. The Watch Instantly service is still a decent deal. But ""One DVD at a Time"" is a total rip-off, and I never thought I'd use the word ""rip-off"" to describe Netflix."
3,"Totally sufficient for a few rounds of pool or darts while keeping an eye on the 67 tv screens they have mounted on the walls.  Just stick to the cheap pitchers of domestic beer. I ordered a rum and coke and it tasted like cleaning products.   I would come back, but only if I didn't feel like driving all the way to Lucky Break in Tempe."
3,The best thing was the dessert. Shrimp was alright. Nothing to write home about. Wesabi chicken was lacking.
3,"Enjoy coming here with a group, cooking our own grub and playing in the sand. Evenings in April and May are great, as are September and October. Winters are a bit chilly after sunset, and the summer... well I don't need to explain that one.   No great deals on food or drinks. Service is hit or miss but I come for the company and don't really mind. Order a few pitchers and your grub to cook, then pretend you're at home having a BBQ. No service required!"
3,"My son and I were in town and went by Pizzeria Bianco and didn't want to wait 2 hours, so while on the way back to the hotel, my son used Yelp and found this little gem. The pizza was pretty good, and I had a pasta special that was quite good. The owner was very attentive.  The nearby table had ordered a large pizza, and they were served a slab that was 1' x 3' on a wooden plank. Very Impressive!  The only negative is that the guy cooking the pizzas should let them get a little browner (maybe even a little char) to make the taste more authentic."
3,"Lovely shop, great cupcake selection, friendly service.  But the real question is...how do the cupcakes taste???  Pretty good.  I tried (4) flavors and they ranged from OK to YUMMMMMM!  Vanilla with chocolate buttercream was ok, the Coconut was good (a bit dry, but decent flavor), the Carrot was very good, and the Mocha was YUMMMMMM!   They were all super sweet though.  My husband and I both had a quarter of each flavor and that was more than enough.    From a flavor variety and taste perspective, Sprinkles is a 3.5 - 4.  However, I really can't justify spending $14.00 for (4) cupcakes.  They are expensive so they can pay their overhead and lease costs, not because of exotic ingredients or special decorating skills.  Don't get me wrong, I'm sure they use good ingredients, but the wrappers are plain, there's no special piping or fondant work, and the flavors are standard. They are just plain good cupcakes...not fantastic, but good.  Certainly not worth $3.50 a cupcake.  I do a ton of baking and I get special order requests from friends and neighbors all the time.  I always do nice decorating and use premium ingredients and the most I charge is $2.00 a cupcake...and that's only if I use fondant."
3,"The food isn't all that. I order an Ahi Salad, which was barely touched. On the other hand, the chicken Popsicle my friends ordered were quite delightful. all in all, that atmosphere was surely enjoyable."
3,"After watching her win on Cupcake Wars I was determined to find this place (It's very well hidden)and sample the cupcakes.  I have to say I was not impressed; i make better cupcakes on my own.  More creative and not so sweet you'll go into a diabetic coma.  i did have a California BLT as well and it was a good sandwich although the bread was a little too toasted for my liking.  The staff was friendly, the ambiance was very pleasant and it was clean.  But the cupcakes...really not all that.  Sorry...."
3,Today I went in for lunch and it seems the quality actually has gone down a bit it is still good pizza but the salad was a bit smaller and pizza just didn't have the same flavor.  You don't get that wood fired smoke taste which you would crave at a wood fired place.  I'll go back maybe today was a bad day as usually I like this place a lot.
3,"Meh..not particularly memorable. I've eaten at this location and the one by ASU, though I like this location better. I would probably only eat here if I was walking by and I was starving.  The cookies ROCK though, I like that you get one with your sandwich. And they have my favorite flavor of Jones Soda (Sugar-free Black Cherry) which kicked ass.   Warning: The roast beef sandwich (Overture?) comes with horseradish sauce and it is hot as a mother.  I like the spice but it was almost unbearable. My nose pretty much turned into a snotty waterfall.   Go to Opa Grill next door instead."
3,"Service - 5 stars (which is so rare). Food 2.5 stars.  My husband and I are a little picky when it comes to steaks (we eat Morton's and Mastro's) but we wanted to try a new steakplace while visiting Phoenix and Durant's had great reviews.  When you get to the restaurant, you walk through the kitchen (pretty cool to see everything) then you're greeted by the host. We came for a pretty early dinner and literally every single person - host, kitchen staff, waiter/waitresses greeted us. The decor is pretty cool - kind of burlesque-ish, all walls are a deep red, there are huge vases of roses everywhere. Our waiter Fred was awesome!! Very friendly and professional.  I had their vegetable beef soup (good but salty) and my husband had house salad. I ordered the trout with lemon caper sauce which was very bland. My husband had rib-eye and it was also bland which was surprising. Their dessert - trio creme brulee - was the best part of the meal! So from this meal we decided if we want steak, we're sticking with our usual Morton's."
3,"go to the reverse happy hour where reasonably edible sushi is served at reasonable prices amidst, in the instance of our  visit, barely legal drinking aged crowd. in a mall. nuff said."
3,"When you walk in, it's dark and relaxing. The atmosphere is nice, quiet, with alot of dark wood highliting the place. The food is good, but be careful because the price can add up quickly. This will always be a restaurant I go to, with burgers and steaks and spinach dip. The best way to think of this place, is a lower grade of Houstons. It's almost there, but not quite."
3,Nice place...Need more restaurants..! Pretty huge airport...so long walks..!
3,"Dropping down to three stars ... On a recent visit, I saw TWO roaches on the main floor of the restaurant. No one seemed to care, so I got up and stepped on one.  I pointed out the other, and one of the staff killed it, but they didn't seem surprised.  I know that roaches are hard to control, but having two of them wandering about in a busy restaurant just isn't a good thing.   Also, our waiter was an overly chatty guy who seems to think we are interested in his voice.  They had some good staff in the past, but I suspect the owner, who likes to get drunk and hang out on the patio, gives me the impression of a guy who would be difficult to work for!   The food is still decent and better than anything else I've found, but I'm looking for alternatives ..."
3,"Enjoyed dinner on the patio - I had the Pad Cha Seafood dish rated ""Thai hot"" - the so-called hottest dish on the menu.  The person I was with ordered the ginger fish - mediocre at best, although it looked great with a variety of vegetables and pineapple.  I felt the dishes looked better than they actually tasted.  The seafood (mussels, calamari, salmon, shrimp) in my dish was very fresh but it wasn't Thai hot at all.  The ambiance of their patio was enjoyable and the Thai iced tea was very tasty although a little too sweet towards the end.  Overall, I will probably give this restaurant another try in the future but I wasn't very impressed with the taste of the food."
3,"Their service was above acceptable, but kind of slow. It was Wednesday night around 9pm and only one section in the restaurant was open for just a few groups. Their business looked very slow there. But I suppose it was a probably typical week night situation."
3,"Nice park. But people need to keep an eye on aggressive dogs. My 4 month old puppy was beat up by another dog this morning. 7-7-2012 We were the first ones out there this morning, around 5:15am We were just out there walking around, This lady and her grey/ and white dog. Was walking around. Then the dog came up to us for no reason, and jumped on my puppy just started beating him up. The owner didn't even do nothing.. The dog was almost killing my puppy. I yelled at the dog tried to stop him. Then he attacted me. Bit me very bad on left hand. The owner  asked me where I was going I said west valley hospital. I was very scared. She said she would meet us @ the Hosiptal. I never saw her show up.. Those kind of Aggressive or angry dogs shouldn't be allowed out there. Yea go at your own risk. But people should  not let angry or aggressive dogs out there. The owner didn't even say sorry or give me her name, nothing.  Shame on her. And her aggressive dog.  I hope she teaches that mean old dog some manners...   Brenda Hansen... The Hosiptal visit was long. But west valley took special care of me.. Thank you Hosiptal"
3,I like this quaint little restaurant although the space is a bit crowded - especially during peak times. Too bad all they really serve is Pizza (there are other things on the menu - but not much else). I thought the Pizza was OK - but certainly nothing to rave about. Desert was awesome -- they have a selection of crepes to choose from which are ALL to die for!   Bottom line: Experience is nice and unexpected for Phoenix. Food is not disappointing as long as you aren't expecting a lot. Desert is special.
4,"Five stars, five 1st  star Culinary excellence, 2nd star Service perfection 3rd star Atmosphere and history 4th star flawless operation  5th star dessert -1 star, management need not say more.,    Old School Style fine dinning.  This restaurant dates way back to the early days of downtown Phoenix."
4,"This place is great! The pizza is so yummy, thick chewy crust and good sauce makes it one of my go to places for pie. The wings are fantastic with a diverse amount of different sauces to choose, from the classic mild, medium, and hot to BBQ, honey hot and my favorite sweet baby rays sweet chili. The interior of the restaurant is large and nicely decorated with lots of wood trim and there is a kids play area and TV's to watch sports and such. Sit outside in the patio or take it to go."
4,"I love Zoya! She does a phenomenal pedicure and eyebrow wax. I never have to wait. It is very professional there. The decor is beautiful and I always relax when I'm there. Zoya told me today that she does Swedish massages at their sister salon which is right across the way in the same parking lot. They have a hair salon in the other location as well.   I have been going there for a while for the Happy Feet pedicure. Best exfoliation, great neck massage and paraffin wax for the feet.   Ahhhhh...my feet are so happy right now!"
4,"*Gamestop Burger*   Visiting a friend in Phoenix I first see Smashburger from the street. Upon first glance my other friend and I thought it was a Gamestop cuz the sign looked just like it. We both said ""Haha, we thought that was a Gamestop."" Our friend goes, ""Yeah I first thought that too when I first saw it. It's pretty good there. Do you guys wanna go?""   So we ended up eating our first meal in Phoenix at Smashburger, and we were glad we did. The food was really good, and the smashfires were a great addition to our burgers.  I ordered the BBQ Bacon & Cheese. It was quite delicious, and a little on the greasy side. BUT that's where all the flavor is!!!!!  This burger has some hot steamy buns. Yeah I said it . Unlike most places that use the typical sesame seed bun Smashburger uses egg buns. These buns are a lot softer and compliment the burger very nicely.   I decided to order the smashfries which are seasoned with garlic and rosemary. These were an awesome choice. For those of you who may not like those flavors they offer regular fries as well.   Seeing that I hadn't eaten since morning I also ordered the Arizona devil dog. This had guacamole, tomatoes, jalapenos, habenero cheese and a spicy chipotle sauce all on an all beef hot dog. I liked it. It was like nachos minus the chips on my hot dog.   Now this place is on the pricey side, but if you feel like dishing out $8+ for a burger and fries then this place is not too shabby.   Different locations call for different items on the menu, so don't be surprised if the Arizona devil dog cannot be found outside of Arizona. I say that they should combine all the regional menus to make one giant-mega selection-awesomeness menu. But I highly doubt that'll happen."
4,"I stumbled in here craving breakfast because it was very close to the airport and very close to the Aloft hotel I was staying at.  Yes, I am a tourist and yes, I am from a part of the US where cowboys are not common, so walking into a place full of country western paraphanalia made me smile.  The service was good, the food was delicious, and I walked out with a few good photos.  The coffee was a tad bit weak, but I'm a starbucks bold drinker, so I don't hold it against them."
4,"Loving this place since I was a kid. Stopped eating meat three years ago, so I miss the Jerk Fried Rice and Carnitas and Emerald Chicken, BUT the Veggie Quesadilla with black beans and white rice is amazing with their tasty red salsa.  Always amazing customer service and it's great that they let you taste everything before you commit.   They should lighten their footprint and reduce food packaging. I always feel guilty when I leave with all that aluminum and styrofoam.  BTW, don't be swayed by offers of other cookies; snickerdoodles are where it's at."
4,"I really like Fresh and Easy. I've actually come to dread any time I need to go into a Safeway, Basha's, or Fry's. They're too big! I live alone, I spend most evenings cooking my own meals, and I am on a budget. Fresh and Easy is just right for me. And on the plus side, over the past two years F&E has really grown in the right ways.  They carry more varieties of fresh produce now. (I used to get upset that I couldn't buy leeks at F&E. I can now.) They have more specialty food items. (I cook a lot of vegan, Indian, Thai, and Mexican food. Used to need to make two grocery trips, but no longer.) Unlike some of the other reviewers, I really like their prepared foods. I mean, no prepared food will ever be as good as my own cooking, but if I'm in a hurry, it's good!  They also have really great coupons. The weekly mailer has a $3 off $30 coupon at the least. I recently got a $5 off $25. And they now have the F&E Friends card which, on the simplest level, gives you money back for the money you spend. Sure, it's not a whole lot, but I'll take what I can get!  The employees are always helpful, and have become much better baggers than in years past. (I'm picky about how my groceries are arranged inside of my reusable bags!)  Needless to say, Fresh and Easy has won me over, and unless I learn that they use the tears of kittens to shine the floors (or something equally extreme), I'll continue to go back for my groceries."
4,"My daughter treated me to a facial here for my birthday. It was lovely and included a massage of my feet and hands. The student was very professional. It normally costs $33 for the signature facial, but was only $25 for my trip since they were running a back to school special for the month of August."
4,This place is kind of foreboding to enter... it just looks like a dimly lit house. But I had heard good things and went a few nights ago and it was adorable! It's like a bar in your living room. They have endless selections of beer and it's a fun environment. I definitely want to go back when there is a show going on as well. My only complaint is that there's no beer on tap!
4,"I found this place whilst trying to find good mac and cheese places on yelp. I'll be honest, I love my wine and I love my cheese. Bonus points if its melted over mac.  And they do great mac and cheese. Some better than others- my favorite so far has actually been the spinach and pesto. If you want the chorizo, I say pass. The spinach or the bacon is much better. If you're into bleu cheese, the bleu cheese mac is VERY bleu. Take that for what it's worth.   That's not all they do either. Their entrees are consistently great. My boyfriend got some scallops that were incredible, though I don't think it's on their menu now.  Their wines are great too. I'll be honest, I'm no connoisseur, but they had a moscato from Israel that the bf still drools over. It's enough that the next time I was there I picked up a whole bottle, just for him. I've also had one of their mojitos and that was great as well.  As a note- if you're in for happy hour and get a cheese plate... I really do think its better to splurge and get a regular cheese plate. I got a happy hour cheese plate, and it's... miniscule. All of the stuff that made their non happy hour cheese plate awesome was diminished. 1 cheese instead of 3. No boursin. Fewer crackers. Less of that fantastic orange blossom honey and apples. You get my drift.   Definitely a must try. Service is great and attentive, and it's always been nice and quiet when I went in."
4,"This place really hits the spot.  It's everything a hamburger place should be and nothing it shouldn't.  Their burgers are good-sized and delicious.  I attribute their scrumptiousness to the bread in the buns, but their meat is phenomenal as well; add some cheese and green chiles, and it's like a bunch of awesome ingredients decided to get together to take part in creating one of the best burgers in town with a little help from the grill.  The fries are effing good too.  The pitchers of beer are cheap and cold, and if you want to feed your inner hipster they also have bottles of PBR and cans of Schlitz.  Not a lot to feast the eyes on - the place has a real old-school ""bar"" feel - but the food compensates for what it may lack in elegance."
4,"It's really easy to write reviews about places like D'licious Dishes.  This was my second visit since Petite Fromage sadly closed.  This time, I was with my mother and wife.  We each ordered a sandwich and a side salad for about $7.00 per person.  Everything was really very good.  I honestly think I would have been satisfied with only half of the cuban sandwich that I ordered, but it was so good, I had to finish it right then and there.  My wife and I are moving into a house in the Medlock Historic District, directly behind D'licious Dishes, and we have decided to make this our standing Saturday lunch spot.  I was too full to indulge in their beautiful selection of sweets, but I will be sure to dive into that area on my next visit."
4,"I was actually really impressed, even though I didn't think I would be.  I headed here for lunch last week when Chipotle was super busy.  They have a great and fairly affordable lunch menu with lots of options, including lots of vegetarian options.  I also really appreciated that my waitress went back and checked with a vegetarian staff member to see if the tomato soup had meat stock (it didn't, but minestrone did).  I got the pasta with the soup or salad combo with this delicious Mediterranean pasta - olive oil, feta, pine nuts, tomatoes and red peppers.  The pasta itself was surprisingly bland, but with a hint of salt and pepper, it was pretty tasty.  The bread that it came with was also delicious, all on its own.  I got the tomato soup, and man, it was definitely one of the better tomato soups I've been lucky enough to have.  My server was great about the food coming out quickly, and was on top of my refills.  Very friendly, not over-crowding.  I'll be back in the future with my partner to get a better feel for the beer (which I don't drink) and meat dishes (which I don't eat), but I'm happy with my first visit and will be back!"
4,"Quiessence is, simply put, beautiful.  Full windows and earthy wooden walls give a feeling of warmth inside this restaurant perched in the middle of a farm.  The restaurant seemed fairly full even on a Tuesday evening; we had secured reservations just a couple days before.  My friend and I had sampled sandwiches at the Farm Kitchen earlier that week, and were impressed enough to want to eat at the restaurant.  The crisp, fresh veggies didn't disappoint: we ordered the salad with orange and grapefruit slices and the crudites to start.  Both were very good; I didn't even know how much I liked raw radishes and turnips until I tried them with their pesto and aioli sauces.  For entrees, I ordered the lamb and my friend ordered the pork shoulder.  Service started out very good, but trailed off quickly.  Waiting for our food took a very long time (a couple seated after us received and finished their entrees before we received our's), and no one bothered to explain the situation until the maitre'd apologized almost 45 minutes later.  Apparently the chef was unhappy with the sauce on my entree, so he started anew.  This isn't really a problem, but they should have communicated this to us earlier.  For our troubles, they comped me the glass of wine I ordered, but they forgot to bring out with my entree  as I had requested.  Also, they didn't offer us bread, but I will echo the lady who whispered this to us on her way out: ask for the bread.  We received warm foccacia, apple walnut, and pomegranate slices of wonder with honey and butter.  YUM.  The entrees were both solid, but didn't quite live up to the innovation and freshness of the vegetables.  My lamb's sauce was delicious, but the meat was tough.  Maybe the vegetarian entrees are the way to go?  But our dessert, the gingerbread pear cake, was yet another winner.  If the entrees were tad more inspired, or the service weren't so spotty, this place definitely would have warranted five stars.  If I return, I'd like to try the 75$ tasting menu.  Our bill came out to about 100$ for two people, including tip, no drinks."
4,"Had lunch here today with Lynn W. and Rand H. Well the the place is new and the decor is well done and comfy . They have enough food selections to classify them as a super buffet. As far as the food goes it was all pretty good with most of your typical Chinese buffet selections . Some of the extra items were steamed clams , double baked potatoes ,fresh strawberries and Vienna sausage. The macaroni salad I had was very good and i went back for more as was the stuffed shrimp. There is also a sushi bar but I did not try any on this trip. The food here makes them a 4 star eatery and as far as the staff goes they need to be a lot more happier with a name like happy buffet."
4,"Cevapi and Burek oh my!! Plus I got to hang with my fabulous friend Amra! Score! We wanted something extra good to eat after finishing our Mud Factor race on Saturday and lord knows I have been craving some Cevapi so off we went to Euro Bakery. It was already bookmarked as a place I wanted to try so this was a win, win in my book.   Everything is made fresh to order and once you walk in, you can smell the fresh baked bread that they have made throughout the day. There is also a mini grocery store for you to buy items as well.  My Cevapi (little beef sausages with fresh bread, onions and a  sour cream like dip) came out piping hot and piled high. My friends Burek was huge (hmm not sure hot to explain so you will have to look that one up) and we both dived in like it was the last meals we would ever have.  Will I come back? Hmm heck yes, but alas this treat can only be saved for when I burn off and absurd amount of calories so that I can indulge and not feel guilty at all.  Hmm Cevapi and Burek = one VERY happy woman!"
4,"I absolutely love this regional park! The only pitfall is the cost of admission.....Seems to me that a park should be free to enter but I understand that there are costs for maintenance as well. Buying an annual park pass makes the most sense if you plan on making repeat visits. Beautiful views of the valley from any trail. All levels of intensity for hiking, biking and the like. Hard to believe the mountain is surrounded by houses because it seems so serene when visiting."
4,"One of the best breakfast burrito selections in town.  My personal favorite is the breakfast supreme w/ red sauce ( and root beer the size of my head).  The decor may be meh, but the quality of the food more than makes up for it.   They deliver, are always nice, and never busy (which is unfortunate). Definitely a diamond in the rough."
4,"Welcome to the funkiest place in Goodyear. If you've been craving sheet-metal winged pigs but regretting that Cave Creek is practically a day trip from the west valley, you may feel tempted to lie on the floor and weep tears of joy.  This Armadillo provides fine circuit training for working off breakfast at the Black Bear Diner, including a loft with moderately steep stairs. Like its cousin up toward Metro Center, it's an ""antique mall"" in the sense of focusing mostly on vintage items and less uncommon antiques, plus a smattering of ""collectibles."" This is the kind of antique mall I prefer, since it really functions as a sort of fantasy department store for shoppers who have a middle-of-the-road budget but whimsical or retro tastes.  Like the other Armadillo, stock here runs somewhat more to the frilly and ornate than to the mid-century modern, but it's not a total lock-out of swellness in favor of sweetness. Unlike the other one, there's a larger variety of dealers who aren't typical antique-mall fare: things like reproduction hardware, the aforementioned sheet-metal winged-pigs, repro tin signs, garden ornaments made from vintage dishes. This isn't my cuppa, but in context, it provides useful variety, and it fills booths (there are more empty booths here, but it's still fairly new).  A number of dealers seem to actually be replicated here, including the scrapbook store. Also replicated is the cheery professionalism of the operation: clean restrooms, occasional seating areas, efficient check-out, and available snacks. When you're hiking a layout this big, these things come to matter."
4,"I had a date in January here with Jen.  We got the meat pizza, which was great.  I thought our date was pretty good, but wasn't quite up to the hype of our texting and online chatting.  She was very talkative and definitely an adventurous extrovert.  She lived in New York (Appropriate NYPD PIzza topic) for a few years to be close to theater, but moved back to Arizona because of lack of money.  It was another unsuccessful first date, not leading to a second date.  Overall, I recommend the pizza and the service was excellent."
4,high quality sushi fish. expensive. good atmosphere. good service.
4,"It seems totally unbelievable that, not only did I hang out for more than an hour at a mall, but an outside one at that in 115-degree heat. I attribute my ability to withstand these two unfavorable conditions to two things:  Bonnie  Tea Infusion     It was Bonnie's choice to grab some drinks at what she described as a ""great, independently owned tea shop"" located at Tempe Marketplace. I'm not a tea connoisseur by any means, and I generally distrust fads (i.e., this silly-sounding thing called ""boba"" tea), but I agreed cause if  Bonnie likes it, it's gotta be worth checking out, right?    Parking wasn't too much of a hassle on a Sunday afternoon, and we surprisingly got a space close to an entrance to the ""District,"" just outside of Barnes and Noble. Inside, the shop looked much like a Starbucks - and I don't mean to imply that it was uninspired or anything. It was clean, modern and consisted of a long counter behind which two employees busily hand-mixed tea and smoothie concoctions, along with a few tables/chairs.    The menu was extensive and separated into ""black,"" ""green"" and ""white"" teas, any of which I could get hot or cold...I think. I picked the tropics white in iced form, and B got my second choice, a peach mix white. Both were pretty delicious. There was also a selection of sandwiches and snacks that I did not sample - next time. I also ran into a good friend there who was delighted by the fact that they had this mystical ""boba,"" and so ordered a Chai-type version with blueberry-sized and -shaped balls floating on the bottom, and an oversized straw to facilitate sucking them up along with the drink. I tried one boba ball and it was gelatinous and chewy - not at all like what I expected - and an odd sensation, but I would totally order one the next time I'm in.    Being in the District and flanked by stores like ""Hottie Inc."" and Guess, there were several teens inside hanging out in large numbers - boo. So, we decided to sit outside for as long as we could stand it. I was surprised to find that the several shaded tables and misters made for a pretty comfortable environment, and we hung out for a good hour or so before I got so sweaty I have to get mobile.     So, in summary, I would totally come back. Probably before or after a movie, to grab a drink and support an independent store among a mecca of chain retail. Plus, right across the way there is an ASU art gallery (closed Sunday and Monday) that we peeked into and actually cool, interesting sculpture art by local artist and asu instructor David Young.     Touche, the District at Tempe Marketplace - I have to say I am impressed!"
4,"Perhaps a bit on the pricey side, but sometimes you pay for atmosphere. This very sexy and trendy joint is located at City North (next to Blue Martini). I ordered the #1 sirloin burger with carmelized onions, gorgonzola, crescenza (soft, buttery cheese), arugula & thousand island dressing. OMG! It was massive and juicy and made me lose all dining diplomacy as the juices dripped down my arm! My friend built his own w/ hickory bbq sauce, cheddar and bacon.   On the side we had onion rings, sweet potatoe fries mixed w/ reg fries. Errrr....lemme make sure my gym membership is still active!! LOL  Personally, and I know this will cause a small uproar, I think the burgers are FAR better than Delux! I never understood the Delux cult following anyway. There...I said it! :)  I even endulged in the Guinnes milkshake (Guinness beer/vanilla bean & chocolate ice cream)! You know the saying don't knock it til you try it??This would be one of those times. When's the last time you had a sugar high and a buzz at the same time off a desert....hmmm??   Bon Appetite!"
